Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2011-07-14,17.953467976778317,18.051487231470883,17.659410212700614,17.727794647216797,3994000,0.0,0.0
2011-07-15,17.752861899822697,17.782496707376207,17.53402867214367,17.704992294311523,4511600,0.0,0.0
2011-07-18,17.62976386262342,17.70498825661369,17.556819470032355,17.597850799560547,2922400,0.0,0.0
2011-07-19,17.73462260778705,17.86683312035354,17.70042954419186,17.718666076660156,3473200,0.0,0.0
2011-07-20,17.67536451696135,17.76426548797034,17.54999046085512,17.604700088500977,3323200,0.0,0.0
2011-07-21,17.698159703254074,18.049205328710304,17.698159703254074,17.73919105529785,3093200,0.0,0.0
2011-07-22,17.69359831786395,17.86228196246988,17.556826009074776,17.816692352294922,2918800,0.0,0.0
2011-07-25,17.677640879806987,17.752863558850255,17.379023209237907,17.47932243347168,5876400,0.0,0.0
2011-07-26,17.588740554913734,17.773380734178204,17.390422101499663,17.686758041381836,5129600,0.0,0.0
2011-07-27,17.648007799650877,17.65256780436241,17.137396837290215,17.17386817932129,4992000,0.0,0.0
2011-07-28,17.249094177682167,17.597859787229403,17.249094177682167,17.356231689453125,4110000,0.0,0.0
2011-07-29,17.182987764685986,17.465648947937957,17.09636679899208,17.271888732910156,5384800,0.0,0.0
2011-08-01,17.34711176978401,17.545430234798303,17.098645427061626,17.394981384277344,6909600,0.0,0.0
2011-08-02,17.244533448902413,17.38814228552043,16.877531349524222,16.882089614868164,4699600,0.0,0.0
2011-08-03,16.895768776783815,17.410938005188388,16.815984346450186,17.3721866607666,7711200,0.0,0.0
2011-08-04,17.29240410936621,17.611536615884063,16.943638528486048,16.97555160522461,10722400,0.0,0.0
2011-08-05,17.187543856949723,17.394978822538793,16.446701464315094,16.768112182617188,8646000,0.0,0.0
2011-08-08,16.50369471869189,17.278730437525887,15.733217266233739,15.897342681884766,8717600,0.0,0.0
2011-08-09,16.093378623953814,16.287137088110555,15.329741301022988,16.182279586791992,12094800,0.0,0.0
2011-08-10,15.797038120011804,16.138965336989273,15.578203170710276,15.612396240234375,8713200,0.0,0.0
2011-08-11,15.867704841894954,16.403390545663097,15.751449084166406,16.20051383972168,6580400,0.0,0.0
2011-08-12,16.296257735689874,16.562962402241006,15.828958046809243,16.339569091796875,5931200,0.0,0.0
2011-08-15,16.37831451717475,16.462657196150893,16.0455055442018,16.41934585571289,4587600,0.0,0.0
2011-08-16,16.28713238732206,16.73163881235186,16.066020914805954,16.6381778717041,9745200,0.0,0.0
2011-08-17,16.62223281892698,16.743046907303793,16.13213645549307,16.366928100585938,9637200,0.0,0.0
2011-08-18,15.398125679497978,16.503690189875105,15.272751649409702,16.14808464050293,16790800,0.0,0.0
2011-08-19,15.965726619561927,16.2073547037523,15.783364685635268,15.963446617126465,9821600,0.0,0.0
2011-08-22,16.31904639653965,16.362357736326985,16.054623571479997,16.159481048583984,8699600,0.0,0.0
2011-08-23,16.191399611757436,16.982391831710373,16.143529991129046,16.788633346557617,5950800,0.0,0.0
2011-08-24,16.800030048475158,16.975553731656348,16.524208856894322,16.85017967224121,4868800,0.0,0.0
2011-08-25,16.898045422612363,17.03253772273512,16.339564898525342,16.35780143737793,4205600,0.0,0.0
2011-08-26,16.241549235025023,16.854739510034666,16.052349016018205,16.788633346557617,4525200,0.0,0.0
2011-08-29,16.89121104661481,17.21490185972378,16.67693775269621,17.212623596191406,4224000,0.0,0.0
2011-08-30,17.13283817398129,17.513516819341834,17.13283817398129,17.42461585998535,5450400,0.0,0.0
2011-08-31,17.49548214706713,17.75838338169458,17.340027640481907,17.50005531311035,6083200,0.055,0.0
2011-09-01,17.54806619238064,17.660084362107796,17.08170259021896,17.09313201904297,5667600,0.0,0.0
2011-09-02,16.866808577854354,17.035979118959382,16.77079300675302,16.825658798217773,4601200,0.0,0.0
2011-09-06,16.464453324784117,16.926245432670857,16.357008338561766,16.901098251342773,3807200,0.0,0.0
2011-09-07,17.054269362180005,17.298881471915006,16.97196979776896,17.282878875732422,3517600,0.0,0.0
2011-09-08,17.237158397724944,17.392612943263558,17.051983497913557,17.1342830657959,2760400,0.0,0.0
2011-09-09,16.96281501759558,17.22571614907465,16.80278915190456,16.937667846679688,4266000,0.0,0.0
2011-09-12,16.69306560840534,17.344604105495364,16.688494185644437,17.32631492614746,5019600,0.0,0.0
2011-09-13,17.317169609470756,17.714949650751468,17.25315922859249,17.598360061645508,4161200,0.0,0.0
2011-09-14,17.64179402349462,17.806393136280665,17.28973519762491,17.593786239624023,5747600,0.0,0.0
2011-09-15,17.730949558403708,18.12187153450093,17.664652604213867,18.05557632446289,4607200,0.0,0.0
2011-09-16,18.160740141266963,18.665966952093772,18.069295987889006,18.44192886352539,8634000,0.0,0.0
2011-09-19,18.181313075597625,18.700257612175445,18.060150320863755,18.572235107421875,3644800,0.0,0.0
2011-09-20,18.588236820883782,18.970015989545303,18.28875895118673,18.549373626708984,5058000,0.0,0.0
2011-09-21,18.540231349642276,18.71397506970451,18.217892839895537,18.22703742980957,4819200,0.0,0.0
2011-09-22,17.831540276303237,18.12187356209309,17.64179398040763,17.918411254882812,6284800,0.0,0.0
2011-09-23,17.82239199012783,18.21788709445818,17.76295304650818,18.18130874633789,4456800,0.0,0.0
2011-09-26,18.245321015915003,18.510508835013532,18.076150498579075,18.505935668945312,4696000,0.0,0.0
2011-09-27,18.76883736174509,18.876284092989295,18.31847642141607,18.416778564453125,5430000,0.0,0.0
2011-09-28,18.508226025171226,18.5768095769618,18.12644855577906,18.149309158325195,4621200,0.0,0.0
2011-09-29,18.42592494033036,18.624815828790478,17.61893370238802,17.920698165893555,8096800,0.0,0.0
2011-09-30,17.77896242173931,18.334483650688558,17.559497481730656,17.98928451538086,10657200,0.0,0.0
2011-10-03,18.00071069478564,18.1127306003051,17.456620738277348,17.46805191040039,6193600,0.0,0.0
2011-10-04,17.330888096969414,17.660086381827362,17.026838744365556,17.634939193725586,6084800,0.0,0.0
2011-10-05,17.724093416806983,17.895550533689526,17.29202162179514,17.88640594482422,7730000,0.0,0.0
2011-10-06,17.96870979606283,18.755127184960465,17.897841395604868,18.462507247924805,9352000,0.0,0.0
2011-10-07,18.55394217469384,18.928861500335472,18.48078548271349,18.74368667602539,5723600,0.0,0.0
2011-10-10,18.974586021358867,19.267205864069744,18.825989516939543,19.26491928100586,4256800,0.0,0.0
2011-10-11,19.28549895376526,19.434095488338368,19.038600257319377,19.420377731323242,4112000,0.0,0.0
2011-10-12,19.527817032123796,19.527817032123796,19.075171338836643,19.082029342651367,4782800,0.0,0.0
2011-10-13,19.034029556585168,19.251207907865066,18.88314643275952,19.054603576660156,3852400,0.0,0.0
2011-10-14,19.24662965803051,19.43180274963379,19.066027987882773,19.43180274963379,2902400,0.0,0.0
2011-10-17,19.260350750604253,19.584975828338408,19.056888431168613,19.102609634399414,3352400,0.0,0.0
2011-10-18,19.08432234340001,19.564401957549265,18.938010654824353,19.39751625061035,3500400,0.0,0.0
2011-10-19,19.564400461544228,19.774720772551774,19.422661950655502,19.509532928466797,3960800,0.0,0.0
2011-10-20,19.511822931523813,19.717571856245527,19.33350777814909,19.443241119384766,4668800,0.0,0.0
2011-10-21,19.67413709326169,19.93932500546779,19.58726609313509,19.93703842163086,4871600,0.0,0.0
2011-10-24,19.934752342371443,20.27995325608332,19.88445970575302,20.08106231689453,4595200,0.0,0.0
