Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2011-07-14,84.16891309765774,85.9134313527495,82.67360811448312,83.52925872802734,2590800,0.0,0
2011-07-15,84.73380672685667,85.29039001464844,83.40465024186214,85.29039001464844,2229500,0.0,0
2011-07-18,84.60088662485254,85.97989081441479,83.52094977003095,83.72032165527344,2125900,0.0,0
2011-07-19,85.87189844315529,88.23115035982741,85.1491666494558,88.07331085205078,5244200,0.0,0
2011-07-20,91.13868716156617,92.56753279532171,87.27582107912662,87.98194122314453,5931200,0.0,0
2011-07-21,86.32049160636389,88.74620297726007,85.42330860466213,87.14290618896484,3166700,0.0,0
2011-07-22,86.73585382191163,89.26124797991699,86.04635171516664,88.65482330322266,1802500,0.0,0
2011-07-25,86.93522564754574,89.81783754167444,86.81892485106084,89.51046752929688,2147100,0.0,0
2011-07-26,88.97880249221468,89.37754625838433,86.91030256817515,88.14807891845703,3465600,0.0,0
2011-07-27,87.24259160456177,87.25920962616186,83.75355494289387,83.82832336425781,2550000,0.0,0
2011-07-28,84.02769131317052,85.82205094872822,83.07235792939885,84.31844329833984,1762100,0.0,0
2011-07-29,83.2634312253561,84.15230524528285,82.07549619518127,83.35480499267578,1879700,0.0,0
2011-08-01,84.98302831878131,85.22393258967573,81.41091424041225,83.03082275390625,2153400,0.0,0
2011-08-02,82.47423607817642,82.53238647530894,78.92704917725636,78.97689056396484,3045300,0.0,0
2011-08-03,79.55839217390226,80.68817671715911,77.19914031693034,80.58018493652344,2925600,0.0,0
2011-08-04,78.99350181488602,78.99350181488602,73.751638077448,73.83470916748047,4213700,0.0,0
2011-08-05,75.2718652856289,75.79521886768566,70.61150542082126,72.50555419921875,4809000,0.0,0
2011-08-08,66.76525635657501,71.42561614394099,65.62716277117133,69.74755096435547,7550900,0.0,0
2011-08-09,71.11824561559374,73.27812563853996,68.04457092962232,73.2448959350586,4158300,0.0,0
2011-08-10,71.79112985974234,73.86793879809119,70.84410549088871,70.86902618408203,3932600,0.0,0
2011-08-11,72.04865706915879,75.77860407488694,71.29269558818007,74.9728012084961,3001100,0.0,0
2011-08-12,75.82013580440407,76.08596708753454,73.4858046513547,75.31340026855469,2662900,0.0,0
2011-08-15,77.68926593610892,78.79412981182828,76.958231471846,78.65290832519531,3109500,0.0,0
2011-08-16,78.54491438103348,78.81074566417121,75.33001195296848,76.69239807128906,2628400,0.0,0
2011-08-17,76.50133019492178,76.67578772125022,72.0403486991928,73.25320434570312,3728000,0.0,0
2011-08-18,69.34880991831818,69.72263300855023,63.766346231621405,65.76838684082031,7583900,0.0,0
2011-08-19,65.07888056948079,67.85350055224188,63.71649443976214,63.76634216308594,3804900,0.0,0
2011-08-22,66.07575664306515,66.3665086387312,64.2813906048092,64.65522003173828,2602700,0.0,0
2011-08-23,65.41117080191516,68.11933135986328,64.5804472487461,68.11933135986328,3312300,0.0,0
2011-08-24,67.91164927201524,69.04143379140265,66.34989130129385,68.99159240722656,2040900,0.0,0
2011-08-25,68.57623133345751,69.47340794731426,66.41634504112997,66.60741424560547,2348400,0.0,0
2011-08-26,67.19722792921604,70.5782725481871,66.5326465493339,70.4204330444336,2985600,0.0,0
2011-08-29,71.42561474888477,73.53564702193476,71.22623653042638,73.51903533935547,2541400,0.0,0
2011-08-30,73.26981674549305,76.32687975357699,73.11198357610118,75.35493469238281,3605700,0.0,0
2011-08-31,76.73393918584657,79.37564041755256,76.73393918584657,78.38707733154297,4587200,0.0,0
2011-09-01,77.61450773091099,78.7775220614118,76.19397110746948,76.57610321044922,2535200,0.0,0
2011-09-02,74.70697287552855,75.0226455588104,72.55539547671977,73.17013549804688,2368600,0.0,0
2011-09-06,70.14629841115054,73.55226368987645,69.91369683181088,73.32796478271484,2012100,0.0,0
2011-09-07,75.07249442179064,76.5013336977075,73.76825861621674,76.45149230957031,2270500,0.0,0
2011-09-08,75.2220256106238,77.6311190153729,74.60728557437034,75.0641860961914,1778500,0.0,0
2011-09-09,74.44945094928107,74.73189392969806,72.03204224291163,73.09536743164062,2319900,0.0,0
2011-09-12,71.63329795807498,74.72358438918309,71.46714943731561,74.69036102294922,1640600,0.0,0
2011-09-13,74.68205501222226,75.87829272014952,73.93440248356882,75.52108764648438,1570900,0.0,0
2011-09-14,75.78691592825884,78.96858246214344,75.38816581624928,77.65604400634766,2525100,0.0,0
2011-09-15,78.67782652719278,78.7027472195839,76.35180439386822,78.66951751708984,1936000,0.0,0
2011-09-16,78.60306421156525,78.82735678032257,76.7339362328894,77.7474136352539,1520900,0.0,0
2011-09-19,75.8533702530634,76.5594903867975,73.9344007559583,76.26042938232422,1986900,0.0,0
2011-09-20,77.24898268430334,77.53143199266749,73.55226534806285,73.77655792236328,2330300,0.0,0
2011-09-21,73.84302103877849,76.42657196776577,73.14521624996917,73.21997833251953,1874200,0.0,0
2011-09-22,70.22106406227854,71.54191786635258,67.85350309790208,68.95005798339844,3166500,0.0,0
2011-09-23,68.6094597405693,71.30100879371388,68.46823824831367,71.10993957519531,1666000,0.0,0
2011-09-26,71.26777411853556,73.21997319354749,69.3654164283924,73.20336151123047,2325700,0.0,0
2011-09-27,74.96449736406512,75.79522098040691,71.5751498262085,71.83267211914062,2432900,0.0,0
2011-09-28,71.98219762457036,72.23141088941458,69.92200041043556,69.96353912353516,2290800,0.0,0
2011-09-29,71.31762044358325,71.64160214350792,67.28861221437994,68.9999008178711,2022900,0.0,0
2011-09-30,67.73720197240709,69.40695815511627,66.45788688923909,66.7735595703125,1876900,0.0,0
2011-10-03,66.06744443755095,67.5129016731919,65.22010918573876,65.53578186035156,2848800,0.0,0
2011-10-04,64.50569052230925,68.05287759991856,64.38108071141319,67.74551391601562,3200000,0.0,0
2011-10-05,67.74551410156336,71.50869110583824,67.29692258385984,70.96871948242188,2343400,0.0,0
